Age,FG%,FT%,PTS,AST,STL,BLK,TOV
26.0,0.25,0.5,3.0,2.0,1.0,1.0,2.0
24.0,0.43699999999999994,0.9,119.5,51.5,3.0,2.0,23.5
35.0,0.46799999999999997,0.46299999999999997,151.0,43.0,48.0,42.0,17.0
28.0,0.44799999999999995,0.898,318.0,43.0,31.0,12.0,28.0
23.0,0.4503333333333333,0.809,832.6666666666666,149.33333333333334,45.333333333333336,16.0,109.33333333333333
24.0,0.426,0.8,80.0,64.0,16.0,1.0,28.0
33.0,0.486,0.833,2431.0,352.0,140.0,44.0,166.0
24.0,0.539,0.496,532.0,191.0,82.0,60.0,130.0
33.0,0.41700000000000004,0.6,16.0,5.0,1.0,1.0,2.0
31.0,0.45399999999999996,0.861,2095.0,338.0,118.0,24.0,237.0
26.0,0.41600000000000004,0.64,148.0,30.0,13.0,2.0,27.0
25.0,0.509,0.645,588.0,91.0,55.0,52.0,116.0
23.0,0.182,0.4,12.0,23.0,4.0,0.0,5.0
29.0,0.43200000000000005,0.753,1354.0,463.0,212.0,20.0,185.0
32.0,0.46,0.8440000000000001,522.0,469.0,82.0,2.0,108.0
23.0,0.302,0.7140000000000001,36.0,6.0,3.0,2.0,6.0
32.0,0.409,0.655,169.0,140.0,58.0,6.0,32.0
29.0,0.397,0.40399999999999997,757.0,182.0,120.0,32.0,86.0
25.0,0.402,0.825,1206.0,672.0,75.0,10.0,212.0
32.0,0.457,0.562,1025.0,178.0,46.0,80.0,166.0
26.0,0.5236666666666667,0.6350000000000001,196.0,58.0,31.333333333333332,42.0,60.0
23.0,0.5489999999999999,0.605,273.0,18.0,12.0,22.0,57.0
34.0,0.532,0.653,1036.0,133.0,59.0,17.0,145.0
27.0,0.457,0.732,761.0,92.0,85.0,98.0,113.0
34.0,0.488,0.754,1751.0,156.0,69.0,189.0,269.0
29.0,0.375,0.6,15.0,4.0,5.0,9.0,7.0
28.0,0.436,0.591,182.0,47.0,26.0,17.0,28.0
30.0,0.381,0.605,330.0,169.0,54.0,5.0,62.0
26.0,0.48,0.818,616.0,84.0,58.0,39.0,116.0
23.0,0.551,0.565,111.0,12.0,1.0,9.0,37.0
32.0,0.402,0.7859999999999999,128.0,34.0,8.0,3.0,17.0
24.0,0.34149999999999997,0.75,34.0,16.0,8.0,0.0,15.5
28.0,0.42,0.679,341.0,133.0,81.0,17.0,58.0
21.0,0.43700000000000006,0.6459999999999999,251.0,155.0,39.0,12.0,102.0
22.0,0.5579999999999999,0.638,938.0,74.0,48.0,59.0,114.0
21.0,0.43,0.823,1102.0,210.0,75.0,10.0,149.0
24.0,0.41700000000000004,0.565,177.0,15.0,15.0,20.0,23.0
23.0,0.379,0.455,57.0,36.0,13.0,2.0,15.0
29.0,0.6383333333333333,0.48066666666666674,26.666666666666668,8.0,4.666666666666667,2.0,5.333333333333333
31.0,0.444,0.88,1751.0,273.0,75.0,25.0,166.0
26.0,0.55,0.52,203.0,21.0,9.0,6.0,29.0
32.0,0.3356666666666666,0.6833333333333332,50.666666666666664,6.666666666666667,5.333333333333333,2.6666666666666665,8.0
29.0,0.44299999999999995,0.8320000000000001,898.0,182.0,52.0,7.0,96.0
26.0,0.455,0.79,402.0,113.0,28.0,3.0,61.0
26.0,0.39233333333333337,0.631,50.0,2.0,2.6666666666666665,1.3333333333333333,4.666666666666667
27.0,0.456,0.787,1174.0,286.0,167.0,40.0,178.0
38.0,0.37,0.727,56.0,6.0,4.0,3.0,10.0
37.0,0.4816666666666667,0.8959999999999999,439.3333333333333,53.333333333333336,18.666666666666668,6.0,45.333333333333336
30.0,0.486,0.797,887.0,67.0,22.0,59.0,126.0
26.0,0.43733333333333335,0.6689999999999999,282.0,73.33333333333333,44.0,36.666666666666664,48.0
27.0,0.3866666666666667,0.8146666666666667,514.0,301.3333333333333,62.666666666666664,4.0,144.66666666666666
43.0,0.49,0.677,161.0,22.0,6.0,19.0,28.0
26.0,0.429,1.0,9.0,0.0,2.0,1.0,2.0
30.0,0.466,0.738,1410.0,727.0,143.0,14.0,270.0
25.0,0.462,0.6629999999999999,1072.0,222.0,88.0,61.0,221.0
33.0,0.436,0.7070000000000001,480.0,191.0,86.0,38.0,50.0
31.0,0.507,0.7140000000000001,1277.0,92.0,49.0,107.0,218.0
23.0,0.505,0.574,543.0,46.0,21.0,163.0,86.0
24.0,0.42300000000000004,0.8,36.0,14.5,7.5,0.0,5.5
30.0,0.40725,0.622,88.0,36.5,12.0,1.0,21.5
27.0,0.42799999999999994,0.84275,483.5,152.5,38.5,9.5,84.0
26.0,0.401,0.833,292.0,58.0,29.0,6.0,42.0
33.0,0.446,0.759,766.0,79.0,51.0,20.0,93.0
35.0,0.439,0.8170000000000001,889.0,103.0,69.0,49.0,77.0
20.0,0.444,0.649,214.0,17.0,15.0,22.0,39.0
32.0,0.376,0.8059999999999999,116.0,25.0,12.0,1.0,40.0
26.0,0.4323333333333333,0.8066666666666666,468.0,68.0,36.0,6.0,77.33333333333333
31.0,0.48700000000000004,0.9329999999999999,57.0,29.0,21.0,0.0,17.0
26.0,0.36166666666666664,0.7313333333333333,196.0,49.333333333333336,18.666666666666668,12.666666666666666,35.333333333333336
28.0,0.509,0.691,362.0,41.0,44.0,41.0,50.0
31.0,0.474,0.701,1656.0,467.0,154.0,45.0,214.0
28.0,0.42200000000000004,0.755,582.0,124.0,24.0,24.0,89.0
27.0,0.47,0.7,265.0,42.0,17.0,38.0,51.0
35.0,0.37799999999999995,0.75,70.0,40.0,15.0,3.0,13.0
23.0,0.462,0.687,386.0,49.0,27.0,8.0,73.0
26.0,0.268,0.6,75.0,33.0,3.0,3.0,17.0
24.0,0.557,0.484,1336.0,159.0,46.0,147.0,146.0
20.0,0.45299999999999996,0.746,1494.0,175.0,79.0,79.0,225.0
24.0,0.4,0.511,390.0,28.0,15.0,50.0,93.0
24.0,0.4486666666666667,0.6533333333333333,640.6666666666666,34.666666666666664,26.666666666666668,165.33333333333334,89.33333333333333
27.0,0.51,0.742,1516.0,156.0,125.0,81.0,280.0
24.0,0.39399999999999996,0.9053333333333334,114.66666666666667,26.666666666666668,13.333333333333334,1.3333333333333333,20.0
24.0,0.5,0.364,20.0,0.0,0.0,3.0,0.0
30.0,0.502,0.667,764.0,427.0,78.0,10.0,153.0
28.0,0.4656666666666667,0.7086666666666667,186.0,37.333333333333336,28.0,11.333333333333334,42.666666666666664
30.0,0.5379999999999999,0.3176666666666667,16.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,4.0
26.0,0.426,0.703,171.0,9.0,8.0,23.0,23.0
26.0,0.5766666666666667,0.6986666666666667,117.33333333333333,7.333333333333333,12.666666666666666,8.0,16.666666666666668
19.0,0.408,0.727,1057.0,522.0,67.0,19.0,210.0
23.0,0.526,0.552,76.0,7.0,2.0,4.0,13.0
31.0,0.5329999999999999,0.8059999999999999,662.0,175.0,67.0,3.0,43.0
22.0,0.423,0.8240000000000001,213.0,138.0,20.0,0.0,63.0
29.0,0.857,0.5,13.0,0.0,0.0,0.0,5.0
27.0,0.429,0.847,1445.0,305.0,62.0,23.0,176.0
25.0,0.33299999999999996,1.0,14.0,4.0,1.0,0.0,4.0
33.0,0.561,0.6759999999999999,181.0,14.0,10.0,67.0,52.0
26.0,0.43799999999999994,0.902,1519.0,490.0,138.0,30.0,178.0
35.0,0.486,0.695,370.0,39.0,33.0,7.0,45.0
25.0,0.386,0.8240000000000001,470.0,158.0,27.0,3.0,96.0
29.0,0.444,0.8290000000000001,857.0,99.0,35.0,27.0,85.0
33.0,0.41600000000000004,0.765,568.0,295.0,54.0,11.0,128.0
23.0,0.531,0.698,439.0,13.0,29.0,111.0,56.0
30.0,0.415,0.799,1644.0,695.0,151.0,9.0,230.0
33.0,0.2,1.0,4.0,2.0,1.0,1.0,7.0
30.0,0.313,0.857,44.0,7.0,3.0,5.0,9.0
27.0,0.39799999999999996,0.773,1178.0,117.0,108.0,48.0,127.0
22.0,0.429,0.691,304.0,24.0,10.0,20.0,52.0
37.0,0.226,0.75,19.0,4.0,1.0,0.0,9.0
27.0,0.442,0.82,1672.0,335.0,130.0,89.0,293.0
29.0,0.48,0.721,506.0,64.0,16.0,24.0,88.0
28.0,0.47100000000000003,0.77,754.0,256.0,60.0,29.0,91.0
23.0,0.465,0.8240000000000001,332.0,99.0,36.0,6.0,68.0
24.0,0.337,0.5973333333333334,57.333333333333336,16.666666666666668,6.666666666666667,1.3333333333333333,10.666666666666666
29.0,0.485,0.631,568.0,23.0,38.0,50.0,91.0
28.0,0.409,0.644,346.0,150.0,48.0,19.0,73.0
31.0,0.38799999999999996,0.71,99.0,20.0,5.0,0.0,14.0
25.0,0.425,0.8390000000000001,817.0,78.0,69.0,19.0,86.0
24.0,0.442,0.7559999999999999,754.0,318.0,98.0,5.0,153.0
22.0,0.509,0.62,342.0,39.0,31.0,58.0,49.0
34.0,0.42200000000000004,0.7959999999999999,666.0,124.0,90.0,7.0,85.0
28.0,0.6,0.633,955.0,92.0,63.0,30.0,147.0
23.0,0.384,0.823,485.0,226.0,60.0,2.0,112.0
31.0,0.375,0.7440000000000001,929.0,153.0,87.0,19.0,121.0
25.0,0.505,0.687,1637.0,211.0,81.0,112.0,245.0
30.0,0.5113333333333333,0.862,159.33333333333334,60.0,11.333333333333334,4.0,30.666666666666668
30.0,0.467,0.868,886.0,231.0,59.0,7.0,92.0
21.0,0.44,0.736,465.0,40.0,26.0,34.0,109.0
28.0,0.494,0.6829999999999999,1024.0,301.0,103.0,180.0,193.0
23.0,0.45899999999999996,0.8190000000000001,897.0,161.0,50.0,18.0,109.0
26.0,0.42700000000000005,0.765,1199.0,197.0,97.0,62.0,174.0
22.0,0.382,0.5710000000000001,64.0,13.0,7.0,9.0,17.0
32.0,0.426,0.625,346.0,20.0,8.0,21.0,36.0
25.0,0.45299999999999996,0.7979999999999999,1080.0,123.0,86.0,20.0,76.0
31.0,0.568,0.579,565.0,38.0,32.0,102.0,87.0
30.0,0.45299999999999996,0.85,83.0,34.0,14.0,4.0,19.0
28.0,0.336,0.838,148.0,11.0,8.0,3.0,26.0
33.0,0.389,0.73,346.0,65.0,36.0,17.0,70.0
24.0,0.35200000000000004,0.514,57.0,3.0,4.0,28.0,21.0
26.0,0.451,0.69,84.0,14.0,6.0,11.0,21.0
34.0,0.45299999999999996,0.716,600.0,123.0,78.0,27.0,68.0
25.0,0.375,0.774,221.33333333333334,116.66666666666667,67.33333333333333,8.666666666666666,50.666666666666664
26.0,0.523,0.7759999999999999,296.0,14.0,19.0,38.0,50.0
27.0,0.54,0.81,620.0,89.0,52.0,24.0,71.0
22.0,0.406,0.435,165.0,14.0,13.0,52.0,50.0
25.0,0.485,0.652,986.0,73.0,42.0,36.0,110.0
26.0,0.447,0.851,1509.0,212.0,63.0,24.0,200.0
22.0,0.461,0.7290000000000001,1758.0,494.0,176.0,25.0,244.0
27.0,0.551,0.665,1115.0,52.0,40.0,130.0,179.0
23.0,0.42166666666666663,0.6973333333333334,216.0,68.66666666666667,25.333333333333332,2.0,38.666666666666664
24.0,0.49700000000000005,0.601,439.0,59.0,85.0,49.0,84.0
31.0,0.37799999999999995,0.772,152.0,16.0,18.0,27.0,33.0
26.0,0.377,0.763,311.0,68.0,28.0,15.0,46.0
34.0,0.542,0.889,75.0,11.0,6.0,2.0,7.0
26.0,0.423,0.8059999999999999,751.0,277.0,86.0,7.0,85.0
23.0,0.371,0.727,574.0,329.0,64.0,6.0,120.0
31.0,0.509,0.649,1039.0,342.0,68.0,18.0,146.0
26.0,0.5579999999999999,0.5379999999999999,79.0,3.0,15.0,3.0,14.0
22.0,0.397,0.65,72.0,19.0,11.0,3.0,11.0
28.0,0.461,0.7376666666666667,312.6666666666667,91.33333333333333,40.666666666666664,4.0,34.0
36.0,0.465,0.7759999999999999,378.0,48.0,11.0,53.0,48.0
21.0,0.423,0.645,1840.0,273.0,142.0,60.0,292.0
22.0,0.41600000000000004,0.659,579.0,334.0,55.0,10.0,164.0
29.0,0.48100000000000004,0.696,785.0,61.0,45.0,72.0,103.0
25.0,0.6,0.75,12.0,1.0,2.0,0.0,4.0
23.0,0.536,0.7020000000000001,1225.0,106.0,100.0,135.0,142.0
33.0,0.484,0.802,921.0,104.0,65.0,37.0,148.0
33.0,0.493,0.7979999999999999,1167.0,218.0,65.0,80.0,190.0
22.0,0.37200000000000005,0.5710000000000001,76.0,8.0,9.0,5.0,13.0
32.0,0.478,0.726,766.0,591.0,84.0,18.0,165.0
30.0,0.43966666666666665,0.8046666666666668,174.0,100.0,19.333333333333332,0.0,28.0
23.0,0.518,0.35700000000000004,205.0,18.0,61.0,72.0,28.0
33.0,0.537,0.633,63.0,3.0,4.0,4.0,12.0
25.0,0.485,0.667,34.0,4.0,3.0,1.0,3.0
34.0,0.436,0.81,167.0,19.0,4.0,5.0,16.0
28.0,0.46399999999999997,0.589,818.0,219.0,93.0,38.0,153.0
29.0,0.379,0.8859999999999999,423.0,248.0,51.0,13.0,89.0
28.0,0.511,0.7070000000000001,1261.0,94.0,67.0,55.0,181.0
32.0,0.439,0.8370000000000001,872.0,201.0,86.0,27.0,134.0
26.0,0.5539999999999999,0.575,783.0,216.0,107.0,181.0,175.0
24.0,0.377,0.565,267.0,171.0,44.0,7.0,93.0
26.0,0.3913333333333333,0.777,166.66666666666666,118.0,15.333333333333334,0.0,57.333333333333336
24.0,0.392,0.8140000000000001,790.0,317.0,105.0,11.0,184.0
28.0,0.446,0.757,642.0,187.0,81.0,18.0,108.0
33.0,0.33299999999999996,0.33299999999999996,19.0,5.0,1.0,2.0,3.0
22.0,0.32,0.5,37.0,3.0,6.0,3.0,9.0
26.0,0.4066666666666667,0.9006666666666666,420.6666666666667,102.0,42.666666666666664,18.0,69.33333333333333
29.0,0.413,0.7859999999999999,406.0,192.0,52.0,4.0,111.0
22.0,0.441,0.8009999999999999,723.0,656.0,196.0,18.0,194.0
24.0,0.40066666666666667,0.7690000000000001,214.0,36.666666666666664,19.333333333333332,8.666666666666666,25.333333333333332
25.0,0.508,0.75,737.0,86.0,44.0,45.0,110.0
29.0,0.368,0.25,15.0,2.0,1.0,0.0,1.0
31.0,0.34933333333333333,0.6836666666666668,248.0,174.0,32.666666666666664,11.333333333333334,66.0
27.0,0.4096666666666667,0.47766666666666663,39.333333333333336,18.0,6.666666666666667,0.6666666666666666,10.666666666666666
26.0,0.409,0.623,340.0,81.0,87.0,29.0,52.0
24.0,0.523,0.706,1207.0,155.0,39.0,80.0,156.0
27.0,0.33299999999999996,0.872,235.0,50.0,21.0,8.0,35.0
27.0,0.43,0.7659999999999999,738.0,101.0,90.0,31.0,81.0
23.0,0.414,0.721,128.0,34.0,15.0,4.0,31.0
37.0,0.503,0.732,202.0,21.0,17.0,15.0,38.0
26.0,0.457,0.647,1050.0,173.0,96.0,36.0,104.0
31.0,0.434,0.409,170.0,22.0,19.0,12.0,38.0
28.0,0.49275,0.61375,74.0,9.5,10.5,3.5,9.0
26.0,0.5165,0.563,110.0,17.0,9.5,8.0,13.5
28.0,0.49,0.7406666666666667,357.3333333333333,40.0,22.0,10.666666666666666,48.0
22.0,0.48,0.716,832.0,168.0,96.0,45.0,165.0
34.0,0.485,0.746,1036.0,217.0,71.0,28.0,147.0
40.0,0.7,0.5,15.0,5.0,1.0,6.0,4.0
22.0,0.377,0.8,64.0,17.0,9.0,1.0,9.0
34.0,0.44,0.851,711.0,201.0,123.0,22.0,126.0
22.0,0.34500000000000003,0.5336666666666666,79.33333333333333,14.0,8.0,4.0,18.0
27.0,0.455,0.805,642.0,466.0,144.0,37.0,175.0
21.0,0.371,0.8620000000000001,595.3333333333334,209.33333333333334,71.33333333333333,2.6666666666666665,116.0
25.0,0.499,0.6509999999999999,558.0,53.0,36.0,86.0,66.0
23.0,0.39799999999999996,0.716,240.0,35.0,31.0,27.0,41.0
23.0,0.42,0.848,504.0,85.0,17.0,11.0,69.0
30.0,0.42100000000000004,0.825,429.0,268.0,56.0,6.0,103.0
22.0,0.418,0.838,150.0,9.0,12.0,7.0,18.0
32.0,0.406,0.446,157.0,21.0,13.0,51.0,44.0
22.0,0.32899999999999996,0.429,53.0,45.0,21.0,4.0,25.0
30.0,0.455,0.6,656.0,53.0,52.0,29.0,99.0
28.0,0.433,0.804,776.0,133.0,45.0,30.0,107.0
32.0,0.41100000000000003,0.721,233.0,24.0,25.0,17.0,33.0
34.0,0.48100000000000004,0.9390000000000001,927.0,186.0,95.0,39.0,117.0
23.0,0.37233333333333335,0.5,108.0,26.0,12.666666666666666,2.6666666666666665,22.0
24.0,0.48200000000000004,0.589,1555.0,273.0,111.0,124.0,185.0
26.0,0.355,0.915,422.0,196.0,34.0,6.0,65.0
28.0,0.485,0.8640000000000001,1020.0,190.0,71.0,73.0,183.0
33.0,0.359,0.757,409.0,86.0,29.0,10.0,67.0
29.0,0.433,0.7240000000000001,387.0,55.0,23.0,13.0,51.0
27.0,0.44166666666666665,0.7256666666666667,490.6666666666667,59.333333333333336,56.666666666666664,49.333333333333336,79.33333333333333
31.0,0.479,0.6890000000000001,1133.0,170.0,92.0,90.0,140.0
25.0,0.5,0.0,6.0,0.0,0.0,0.0,4.0
35.0,0.42700000000000005,0.8009999999999999,1287.0,382.0,126.0,42.0,189.0
26.0,0.45899999999999996,0.7290000000000001,191.0,98.0,33.0,7.0,70.0
29.0,0.5720000000000001,0.5,253.0,37.0,29.0,25.0,51.0
24.0,0.495,0.63,1401.0,230.0,76.0,48.0,199.0
24.0,0.42566666666666664,0.7686666666666667,325.3333333333333,139.33333333333334,46.666666666666664,7.333333333333333,74.66666666666667
28.0,0.5479999999999999,0.465,626.0,70.0,51.0,87.0,73.0
37.0,0.49700000000000005,0.782,934.0,89.0,60.0,5.0,74.0
24.0,0.4000000000000001,0.82,816.6666666666666,386.6666666666667,75.33333333333333,4.666666666666667,148.66666666666666
32.0,0.419,0.784,519.0,157.0,68.0,15.0,65.0
30.0,0.461,0.847,784.0,286.0,83.0,6.0,107.0
31.0,0.395,0.8,291.0,59.0,26.0,17.0,53.0
21.0,0.452,0.7759999999999999,816.0,76.0,44.0,30.0,157.0
31.0,0.516,0.7390000000000001,947.0,139.0,71.0,46.0,100.0
38.0,0.418,0.807,406.0,44.0,34.0,33.0,61.0
29.0,0.41100000000000003,0.8540000000000001,442.0,236.0,58.0,5.0,112.0
26.0,0.377,0.848,841.0,331.0,82.0,10.0,154.0
24.0,0.529,0.473,145.0,16.0,21.0,25.0,37.0
29.0,0.3706666666666667,0.8216666666666667,280.0,16.666666666666668,23.333333333333332,13.333333333333334,34.666666666666664
32.0,0.511,0.735,1574.0,199.0,64.0,192.0,202.0
24.0,0.6065,0.613,81.0,10.0,7.5,5.0,20.0
27.0,0.44299999999999995,0.795,1054.0,529.0,140.0,30.0,226.0
34.0,0.47100000000000003,0.517,150.0,37.0,21.0,3.0,37.0
24.0,0.4,0.6,57.0,25.0,6.0,1.0,9.0
31.0,0.428,0.648,598.0,90.0,57.0,133.0,84.0
29.0,0.437,0.801,438.6666666666667,102.66666666666667,54.666666666666664,15.333333333333334,48.666666666666664
33.0,0.447,0.7879999999999999,490.0,69.0,31.0,4.0,54.0
36.0,0.431,0.55,375.0,230.0,47.0,18.0,147.0
29.0,0.4073333333333333,0.7656666666666666,592.0,102.0,35.333333333333336,26.0,69.33333333333333
23.0,0.408,0.873,770.0,227.0,86.0,13.0,128.0
23.0,0.434,0.757,474.0,333.0,75.0,5.0,119.0
23.0,0.28600000000000003,1.0,14.0,0.0,3.0,1.0,3.0
36.0,0.41700000000000004,0.696,566.0,233.0,72.0,10.0,101.0
29.0,0.42,0.7809999999999999,736.0,51.0,31.0,24.0,74.0
30.0,0.41100000000000003,0.772,1040.0,145.0,46.0,68.0,157.0
31.0,0.45899999999999996,0.7140000000000001,359.0,88.0,57.0,30.0,79.0
35.0,0.48700000000000004,0.8440000000000001,1232.0,341.0,60.0,19.0,168.0
25.0,0.5436666666666666,0.49666666666666665,88.0,22.0,6.0,3.3333333333333335,21.333333333333332
31.0,0.537,0.67,1101.0,82.0,34.0,277.0,168.0
24.0,0.534,0.7040000000000001,238.0,26.0,25.0,55.0,28.0
31.0,0.30333333333333334,0.842,52.666666666666664,11.333333333333334,4.666666666666667,0.6666666666666666,6.666666666666667
28.0,0.5,0.0,2.0,1.0,0.0,0.0,1.0
23.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
24.0,0.414,0.731,1123.0,159.0,95.0,73.0,147.0
27.0,0.428,0.8290000000000001,1287.0,282.0,190.0,57.0,228.0
28.0,0.381,0.875,62.0,37.0,8.0,1.0,23.0
30.0,0.374,0.725,157.0,45.0,11.0,5.0,21.0
24.0,0.474,0.846,56.0,49.0,10.0,1.0,30.0
29.0,0.41600000000000004,0.5770000000000001,89.0,5.0,7.0,27.0,18.0
32.0,0.369,0.545,94.0,26.0,21.0,6.0,18.0
22.0,0.381,0.846,227.0,34.0,15.0,11.0,30.0
26.0,0.33299999999999996,0.5,3.0,1.0,1.0,2.0,2.0
38.0,0.41700000000000004,0.831,633.0,88.0,32.0,3.0,62.0
26.0,0.484,0.765,1349.0,246.0,160.0,55.0,146.0
29.0,0.46299999999999997,0.693,816.0,78.0,35.0,102.0,115.0
30.0,0.456,0.937,548.0,117.0,41.0,1.0,91.0
28.0,0.43,0.8440000000000001,591.0,230.0,90.0,2.0,128.0
29.0,0.444,0.838,184.0,59.0,17.0,3.0,52.0
26.0,0.425,0.399,92.0,7.333333333333333,8.666666666666666,18.0,19.333333333333332
29.0,0.42200000000000004,0.8009999999999999,507.0,219.0,103.0,13.0,104.0
27.0,0.452,0.8240000000000001,760.0,85.0,51.0,12.0,80.0
27.0,0.415,0.75,139.0,22.0,15.0,46.0,37.0
24.0,0.431,0.637,139.33333333333334,118.0,40.0,3.3333333333333335,42.0
23.0,0.40399999999999997,0.7829999999999999,511.0,78.0,53.0,25.0,72.0
25.0,0.39299999999999996,0.6890000000000001,79.0,12.0,4.0,0.0,9.0
22.0,0.445,0.669,971.0,94.0,39.0,139.0,175.0
24.0,0.35700000000000004,0.774,511.0,167.0,56.0,8.0,106.0
30.0,0.537,0.601,649.0,59.0,79.0,158.0,117.0
30.0,0.457,0.557,162.0,17.0,23.0,37.0,49.0
25.0,0.38299999999999995,0.855,261.0,45.0,40.0,3.0,22.0
32.0,0.462,0.857,105.0,84.0,17.0,2.0,24.0
29.0,0.45299999999999996,0.7440000000000001,1571.0,679.0,185.0,18.0,229.0
23.0,0.4693333333333333,0.6683333333333333,420.0,48.0,23.333333333333332,18.0,62.666666666666664
27.0,0.48100000000000004,0.703,616.0,122.0,65.0,41.0,104.0
30.0,0.405,0.765,456.0,84.0,54.0,13.0,63.0
24.0,0.24066666666666667,0.9026666666666667,19.333333333333332,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665
28.0,0.382,0.7140000000000001,37.0,45.0,13.0,1.0,13.0
34.0,0.325,0.7040000000000001,380.0,78.0,34.0,6.0,79.0
30.0,0.457,0.8490000000000001,1826.0,182.0,77.0,22.0,182.0
25.0,0.47,0.8079999999999999,1308.0,158.0,69.0,34.0,200.0
21.0,0.32799999999999996,0.767,61.0,36.0,7.0,1.0,21.0
25.0,0.452,0.74,1712.0,551.0,143.0,53.0,285.0
31.0,0.42700000000000005,0.7190000000000001,141.0,25.0,29.0,12.0,22.0
33.0,0.444,0.39,88.0,15.0,19.0,10.0,17.0
30.0,0.43,0.6629999999999999,419.0,205.0,64.0,3.0,91.0
29.0,0.445,0.77,441.0,51.0,15.0,28.0,68.0
27.0,0.583,1.0,16.0,6.0,1.0,0.0,10.0
26.0,0.436,0.6859999999999999,345.0,88.0,53.0,11.0,43.0
24.0,0.48100000000000004,0.479,297.0,25.0,28.0,132.0,74.0
35.0,0.483,0.755,772.0,143.0,84.0,96.0,126.0
27.0,0.5589999999999999,0.635,164.0,18.0,19.0,4.0,19.0
32.0,0.38299999999999995,0.633,170.0,39.0,23.0,15.0,26.0
32.0,0.40700000000000003,0.955,80.0,5.0,1.0,1.0,12.0
39.0,0.419,0.125,37.0,4.0,6.0,9.0,5.0
31.0,0.44,0.868,862.0,221.0,148.0,17.0,102.0
32.0,0.45899999999999996,0.6779999999999999,921.0,172.0,81.0,79.0,88.0
24.0,0.381,0.7,24.0,1.0,1.0,3.0,9.0
35.0,0.47,0.6990000000000001,255.0,49.0,33.0,60.0,29.0
25.0,0.441,0.852,633.0,346.0,54.0,13.0,160.0
27.0,0.456,0.836,898.0,157.0,43.0,5.0,88.0
28.0,0.4646666666666666,0.6670000000000001,703.3333333333334,116.66666666666667,40.666666666666664,37.333333333333336,137.33333333333334
26.0,0.423,0.828,1458.0,231.0,55.0,19.0,187.0
27.0,0.35100000000000003,0.5670000000000001,58.0,9.0,10.0,3.0,17.0
29.0,0.45899999999999996,0.73,384.0,51.0,35.0,19.0,65.0
34.0,0.278,0.5710000000000001,22.0,0.0,0.0,1.0,4.0
22.0,0.361,0.706,139.0,84.0,9.0,1.0,56.0
25.0,0.478,0.728,771.0,155.0,56.0,14.0,132.0
25.0,0.435,0.797,723.0,132.0,43.0,14.0,108.0
24.0,0.382,0.5710000000000001,59.0,3.0,6.0,3.0,8.0
22.0,0.381,0.889,24.0,0.0,1.0,1.0,6.0
27.0,0.389,0.72,541.0,135.0,37.0,10.0,97.0
23.0,0.433,0.488,102.0,16.0,25.0,17.0,21.0
30.0,0.39399999999999996,0.797,722.0,156.0,60.0,8.0,104.0
24.0,0.48666666666666664,0.6546666666666666,388.6666666666667,44.666666666666664,16.666666666666668,13.333333333333334,70.0
24.0,0.41600000000000004,0.799,954.0,745.0,162.0,26.0,261.0
23.0,0.6,0.8,26.0,5.0,4.0,4.0,2.0
29.0,0.498,0.6659999999999999,837.0,67.0,45.0,49.0,95.0
34.0,0.48200000000000004,0.885,1139.0,349.0,109.0,15.0,132.0
24.0,0.278,0.889,18.0,3.0,2.0,0.0,3.0
23.0,0.40700000000000003,0.621,245.0,33.0,20.0,6.0,49.0
19.0,0.485,0.506,269.0,17.0,15.0,58.0,55.0
35.0,0.41600000000000004,0.6,234.0,44.0,52.0,14.0,36.0
24.0,0.524,0.6509999999999999,410.0,48.0,51.0,10.0,60.0
23.0,0.4383333333333333,0.7903333333333333,832.6666666666666,160.66666666666666,59.333333333333336,39.333333333333336,149.33333333333334
27.0,0.4306666666666667,0.8116666666666666,828.0,254.0,52.666666666666664,5.333333333333333,175.33333333333334
25.0,0.45299999999999996,0.556,247.0,19.0,24.0,137.0,54.0
34.0,0.41600000000000004,0.825,943.0,253.0,44.0,2.0,84.0
36.0,0.368,0.833,93.0,30.0,4.0,5.0,28.0
22.0,0.437,0.7773333333333333,770.0,62.666666666666664,41.333333333333336,34.0,105.33333333333333
25.0,0.35700000000000004,0.667,27.0,1.0,2.0,0.0,2.0
33.0,0.331,0.5,87.0,30.0,20.0,7.0,22.0
28.0,0.322,0.941,96.0,63.0,10.0,1.0,42.0
32.0,0.39299999999999996,0.787,1059.0,219.0,78.0,5.0,143.0
35.0,0.528,0.8270000000000001,770.0,543.0,89.0,10.0,161.0
22.0,0.4746666666666666,0.7536666666666667,100.66666666666667,11.333333333333334,14.666666666666666,8.0,30.666666666666668
23.0,0.478,0.7170000000000001,1147.0,110.0,62.0,101.0,172.0
34.0,0.431,0.82,1089.0,138.0,77.0,24.0,147.0
23.0,0.35100000000000003,0.688,38.0,1.0,3.0,2.0,8.0
28.0,0.365,0.9309999999999999,121.0,51.0,24.0,3.0,22.0
29.0,0.483,0.5,198.0,49.0,22.0,15.0,21.0
24.0,0.467,0.721,1184.0,208.0,82.0,23.0,185.0
34.0,0.53,0.7609999999999999,2190.0,316.0,96.0,70.0,247.0
24.0,0.462,0.64,40.0,2.0,5.0,2.0,8.0
