,Year,Name,Salary%,Physical Cluster,Reg Performance Cluster,Adv Performance Cluster,Pos,Tm
1201,2013,Nick Collison,4.4546688718902905,1,1,2,C,OKC
1202,2013,Nick Young,1.907073943904624,0,2,1,SG,PHI
1203,2013,Nicolas Batum,19.459806353800566,0,0,3,SF,POR
1204,2013,Nikola Vucevic,3.0899317758941494,1,0,2,C,ORL
1205,2013,Norris Cole,1.945420715319413,0,1,0,PG,MIA
1206,2013,O.J. Mayo,13.782647646612912,0,0,3,SG,DAL
1207,2013,Omer Asik,14.428099372889536,1,2,2,C,HOU
1208,2013,Omri Casspi,1.6330835228447385,1,1,0,SF,CLE
1209,2013,Pablo Prigioni,2.7416270415546826,0,1,0,PG,NYK
1210,2013,Patrick Patterson,5.3499104127902966,1,2,0,PF,TOT
1211,2013,Patrick Patterson,5.3499104127902966,1,2,0,PF,HOU
1212,2013,Patrick Patterson,5.3499104127902966,1,2,0,PF,SAC
1213,2013,Patty Mills,1.9536041623595888,0,1,0,PG,SAS
1214,2013,Pau Gasol,33.2262593894287,1,0,2,PF,LAL
1215,2013,Paul George,5.6543363655158165,1,0,3,SF,IND
1216,2013,Paul Millsap,16.366894080352836,1,0,2,PF,UTA
1217,2013,Paul Pierce,26.41674247122873,1,0,3,SF,BOS
1218,2013,Quincy Miller,1.3590931017848529,1,1,2,PF,DEN
1219,2013,Quincy Pondexter,3.834124112742058,1,1,0,SF,MEM
1220,2013,Rajon Rondo,20.595660188822283,0,0,2,PG,BOS
1221,2013,Ramon Sessions,8.61415477913307,0,0,0,SG,CHA
1222,2013,Rashard Lewis,2.4111139824960373,1,1,0,PF,MIA
1223,2013,Ray Allen,5.5631072979119285,0,2,3,SG,MIA
1224,2013,Raymond Felton,6.266061953001173,0,0,1,PG,NYK
1225,2013,Reggie Jackson,2.1713872234856315,0,1,0,PG,OKC
1226,2013,Richard Jefferson,19.03039073806078,1,1,2,SF,GSW
1227,2013,Ricky Rubio,6.337189029012473,0,2,0,PG,MIN
1228,2013,Rodney Stuckey,14.644063124526221,0,2,0,SG,DET
1229,2013,Ronnie Brewer,0.12023981806905107,1,1,2,SF,TOT
1230,2013,Ronnie Brewer,0.12023981806905107,1,1,2,SF,NYK
1231,2013,Ronnie Brewer,0.12023981806905107,1,1,2,SF,OKC
1232,2013,Roy Hibbert,24.608648611398248,1,0,2,C,IND
1233,2013,Rudy Gay,30.819605816277303,1,3,0,SF,TOT
1234,2013,Rudy Gay,30.819605816277303,1,3,0,SF,MEM
1235,2013,Rudy Gay,30.819605816277303,1,3,0,SF,TOR
1236,2013,Russell Westbrook,25.315116118806426,0,3,1,PG,OKC
1237,2013,Ryan Anderson,14.314140996485426,1,0,3,PF,NOH
1238,2013,Samuel Dalembert,6.375763214113432,1,2,2,C,MIL
1239,2013,Serge Ibaka,21.27696230445868,1,0,2,PF,OKC
1240,2013,Shane Battier,5.633657225553027,1,1,1,SF,MIA
1241,2013,Shannon Brown,0.3246468196540555,0,2,0,SG,PHO
1242,2013,Shawn Marion,16.051264557921574,1,0,2,PF,DAL
1243,2013,Shelvin Mack,1.5234873544207843,0,1,2,PG-SG,TOT
1244,2013,Shelvin Mack,1.5234873544207843,0,1,2,PG,WAS
1245,2013,Shelvin Mack,1.5234873544207843,0,1,2,SG,PHI
1246,2013,Shelvin Mack,1.5234873544207843,0,1,2,PG,ATL
1247,2013,Spencer Hawes,11.198401212872989,1,0,0,C,PHI
1248,2013,Stephen Curry,17.034735717731376,0,3,3,PG,GSW
1249,2013,Steve Blake,6.891323823306457,0,1,0,PG,LAL
1250,2013,Steve Nash,16.023189304665426,0,0,0,PG,LAL
1251,2013,Steve Novak,6.4606160843498035,1,1,3,SF,NYK
1252,2013,Taj Gibson,13.007373716490939,1,2,2,PF,CHI
1253,2013,Tayshaun Prince,12.466327268968367,1,2,2,SF,TOT
1254,2013,Tayshaun Prince,12.466327268968367,1,2,2,SF,DET
1255,2013,Tayshaun Prince,12.466327268968367,1,2,2,SF,MEM
1256,2013,Terrence Jones,2.6735579904899733,1,1,2,PF,HOU
1257,2013,Terrence Ross,4.614843911515401,0,1,1,SG,TOR
1258,2013,Thabo Sefolosha,6.7190407277237965,1,1,1,SG,OKC
1259,2013,Thaddeus Young,15.247053959065536,1,0,2,PF,PHI
1260,2013,Thomas Robinson,6.075459995865206,1,1,2,PF,TOT
1261,2013,Thomas Robinson,6.075459995865206,1,1,2,PF,SAC
1262,2013,Thomas Robinson,6.075459995865206,1,1,2,PF,HOU
1263,2013,Tiago Splitter,17.22830955826614,1,2,2,PF,SAS
1264,2013,Tim Duncan,17.85101991592585,1,3,2,C,SAS
1265,2013,Timofey Mozgov,7.580456205637102,1,1,2,C,DEN
1266,2013,Tobias Harris,2.6632210047550133,1,2,2,SF-PF,TOT
1267,2013,Tobias Harris,2.6632210047550133,1,2,2,SF,MIL
1268,2013,Tobias Harris,2.6632210047550133,1,2,2,PF,ORL
1269,2013,Toney Douglas,2.756529529322583,0,1,0,PG,TOT
1270,2013,Toney Douglas,2.756529529322583,0,1,0,PG,HOU
1271,2013,Toney Douglas,2.756529529322583,0,1,0,PG,SAC
1272,2013,Tony Allen,7.743062159740886,0,2,2,SG,MEM
1273,2013,Tony Parker,21.53538694783268,0,3,2,PG,SAS
1274,2013,Tony Wroten,1.9985528219971056,0,1,2,SG,MEM
1275,2013,Travis Outlaw,5.168492867479843,0,1,2,SF,SAC
1276,2013,Trevor Ariza,13.312797188339882,1,2,1,SF,WAS
1277,2013,Trevor Booker,4.050065467576322,1,1,2,PF,WAS
1278,2013,Tristan Thompson,6.998139342567708,1,0,2,PF,CLE
1279,2013,Ty Lawson,18.583345393150026,0,0,1,PG,DEN
1280,2013,Tyler Hansbrough,5.483770932396114,1,1,2,PF,IND
1281,2013,Tyler Zeller,2.8141409964854245,1,2,2,C,CLE
1282,2013,Tyreke Evans,20.32293949417684,0,0,0,SG,SAC
1283,2013,Victor Claver,2.291365171249397,1,1,0,SF,POR
1284,2013,Vince Carter,5.4786024395286335,0,0,3,SF,DAL
1285,2013,Wayne Ellington,4.568947694852182,0,2,0,SG,TOT
1286,2013,Wayne Ellington,4.568947694852182,0,2,0,SG,MEM
1287,2013,Wayne Ellington,4.568947694852182,0,2,0,SG,CLE
1288,2013,Wesley Matthews,11.845289780166773,0,0,3,SG,POR
1289,2013,Will Bynum,4.807289297774101,0,2,0,PG,DET
1290,2013,Willie Green,2.4111139824960373,0,1,0,SG,LAC
1291,2013,Wilson Chandler,10.929922128040797,1,0,0,PF,DEN
1292,2013,Zach Randolph,31.421564675074077,1,0,2,PF,MEM
1293,2013,Zaza Pachulia,8.958720970298394,1,1,2,C,ATL
1294,2014,Al Horford,20.45024625504865,1,3,2,C,ATL
1295,2014,Al Jefferson,23.006527036929736,1,3,2,C,CHA
1296,2014,Al-Farouq Aminu,1.6719507830740128,1,2,2,SF,NOP
1297,2014,Alan Anderson,2.174646807205304,0,1,1,SF,BRK
1298,2014,Alec Burks,5.171110618790369,0,0,0,SG,UTA
1299,2014,Alexey Shved,5.593237785238332,0,1,0,SG,MIN
1300,2014,Alexis Ajinca,1.6719507830740128,1,1,2,C,NOP
1301,2014,Allen Crabbe,1.4690093559876616,0,1,2,SG,POR
1302,2014,Amir Johnson,11.929310315445047,1,2,2,PF,TOR
1303,2014,Anderson Varejao,16.538361253600097,1,2,2,C,CLE
1304,2014,Andre Drummond,4.376966205968063,1,0,2,C,DET
1305,2014,Andre Iguodala,20.94368343018797,0,2,0,SF,GSW
1306,2014,Andre Miller,7.9244704238313535,0,1,2,SG,TOT
1307,2014,Andre Miller,7.9244704238313535,0,1,2,SG,DEN
1308,2014,Andre Miller,7.9244704238313535,0,1,2,SG,WAS
1309,2014,Andre Roberson,1.978356822713407,0,1,2,SG,OKC
1310,2014,Andrea Bargnani,19.598152661088296,1,0,0,C,NYK
1311,2014,Andrei Kirilenko,5.6685270710134805,1,1,2,PF,BRK
1312,2014,Andrew Nicholson,2.6344007225753674,1,1,0,PF,ORL
1313,2014,Anthony Bennett,9.48196117861586,1,1,2,PF,CLE
1314,2014,Anthony Davis,9.555786567596584,1,3,2,PF,NOP
1315,2014,Anthony Morrow,5.453399001346307,0,2,1,SG,NOP
1316,2014,Anthony Tolliver,5.112561563762164,1,1,1,PF,CHA
1317,2014,Archie Goodwin,1.89553332538046,0,1,2,SG,PHO
1318,2014,Austin Daye,0.0917500298232758,1,1,2,SF,TOT
1319,2014,Austin Daye,0.0917500298232758,1,1,2,SF,TOR
1320,2014,Austin Daye,0.0917500298232758,1,1,2,SF,SAS
1321,2014,Austin Rivers,4.1579440685764935,0,2,0,PG,NOP
1322,2014,Avery Bradley,12.254828814396973,0,0,1,PG,BOS
1323,2014,Ben Gordon,7.668842345643245,0,1,2,SG,CHA
1324,2014,Ben McLemore,5.15734760306072,0,2,1,SG,SAC
1325,2014,Bernard James,0.40369808619778796,1,1,2,C,DAL
1326,2014,Blake Griffin,30.120849026057023,1,3,2,PF,LAC
1327,2014,Boris Diaw,12.781403909405407,1,2,0,PF,SAS
1328,2014,Bradley Beal,7.677840453995468,0,0,3,SG,WAS
1329,2014,Brandon Bass,11.758891596652974,1,2,2,PF,BOS
1330,2014,Brandon Knight,6.056539818333646,0,0,3,PG,MIL
1331,2014,Brandon Rush,1.952461698392952,0,1,2,SG,UTA
1332,2014,Brian Roberts,4.6558393973994106,0,2,0,PG,NOP
1333,2014,Brook Lopez,26.788224066531463,1,3,2,C,BRK
1334,2014,Carlos Boozer,5.540312547930263,1,0,2,PF,CHI
1335,2014,Carmelo Anthony,38.273319245385906,1,3,3,PF,NYK
1336,2014,Caron Butler,7.668842345643245,1,2,0,SF,TOT
1337,2014,Caron Butler,7.668842345643245,1,2,0,SF,MIL
1338,2014,Caron Butler,7.668842345643245,1,2,0,SF,OKC
1339,2014,Cartier Martin,1.952461698392952,1,1,0,SF,TOT
1340,2014,Cartier Martin,1.952461698392952,1,1,0,SF,ATL
1341,2014,Cartier Martin,1.952461698392952,1,1,0,SF,CHI
1342,2014,Chandler Parsons,25.0515516624346,1,0,3,SF,HOU
1343,2014,Channing Frye,14.620371853644404,1,2,3,PF,PHO
1344,2014,Chase Budinger,8.520935939603607,0,1,0,SF,MIN
1345,2014,Chris Andersen,9.160006135073877,1,1,2,C,MIA
1346,2014,Chris Bosh,35.18192198231054,1,0,1,C,MIA
1347,2014,Chris Copeland,5.342626834131461,1,1,0,SF,IND
1348,2014,Chris Kaman,8.180098502019463,1,2,2,C,LAL
1349,2014,Chris Paul,34.20058794457983,0,3,1,PG,LAC
1350,2014,Chuck Hayes,10.154825406022598,1,1,2,C,TOT
1351,2014,Chuck Hayes,10.154825406022598,1,1,2,C,SAC
1352,2014,Chuck Hayes,10.154825406022598,1,1,2,C,TOR
1353,2014,Cody Zeller,6.868828712145741,1,1,2,C,CHA
1354,2014,Corey Brewer,8.013940251197193,0,2,1,SF,MIN
1355,2014,Cory Joseph,3.4480154740196656,0,1,2,SG,SAS
1356,2014,Damian Lillard,5.693553059868096,0,3,3,PG,POR
1357,2014,Danny Granger,3.539596789311338,1,2,0,SF,TOT
1358,2014,Danny Granger,3.539596789311338,1,2,0,SF,IND
1359,2014,Danny Granger,3.539596789311338,1,2,0,SF,LAC
1360,2014,Danny Green,6.859353431380902,0,2,1,SG,SAS
1361,2014,Dante Cunningham,1.2202713066003172,1,2,2,PF,MIN
1362,2014,Darius Morris,1.1976277714344143,0,1,2,PG,TOT
1363,2014,Darius Morris,1.1976277714344143,0,1,2,PG,PHI
1364,2014,Darius Morris,1.1976277714344143,0,1,2,PG,LAC
1365,2014,Darius Morris,1.1976277714344143,0,1,2,PG,MEM
1366,2014,Darrell Arthur,5.891629032532934,1,1,2,SF,DEN
1367,2014,Darren Collison,8.176117520748479,0,2,1,PG,LAC
1368,2014,David Lee,25.583258065065866,1,3,2,PF,GSW
1369,2014,David West,20.45024625504865,1,0,2,PF,IND
1370,2014,DeJuan Blair,3.4083743758414418,1,1,2,PF,DAL
1371,2014,DeMar DeRozan,17.212290597999278,1,3,1,SG,TOR
1372,2014,DeMarre Carroll,4.1624005180729045,0,2,1,SF,ATL
1373,2014,Dennis Schroder,2.881235194873805,0,1,2,PG,ATL
1374,2014,Deron Williams,33.66530615722831,0,0,1,PG,BRK
1375,2014,Derrick Favors,22.069224083573342,1,0,2,PF,UTA
1376,2014,Derrick Rose,32.14587160653726,0,0,2,PG,CHI
1377,2014,Derrick Williams,10.789897578350006,1,1,2,SF-PF,TOT
1378,2014,Derrick Williams,10.789897578350006,1,1,2,PF,MIN
1379,2014,Derrick Williams,10.789897578350006,1,1,2,SF,SAC
1380,2014,Devin Harris,6.6103648664769326,0,2,0,PG,DAL
1381,2014,Dion Waiters,6.92240835733397,0,0,1,SG,CLE
1382,2014,Dirk Nowitzki,13.590010054704411,1,3,3,PF,DAL
1383,2014,Donald Sloan,1.6158472366604746,0,1,2,SG,IND
1384,2014,Donatas Motiejunas,2.5288774518993167,1,1,0,PF,HOU
1385,2014,Dorell Wright,5.368189641950272,0,1,1,SF,POR
1386,2014,Drew Gooden,1.5597453944341246,1,2,2,C,WAS
1387,2014,Dwight Howard,36.53141839499651,1,0,2,C,HOU
1388,2014,Dwyane Wade,25.562807818810807,0,3,2,SG,MIA
1389,2014,E'Twaun Moore,1.6158472366604746,0,1,0,SG,ORL
1390,2014,Elliot Williams,0.1835000596465516,0,1,0,SG,PHI
1391,2014,Elton Brand,3.4083743758414418,1,1,2,C,ATL
1392,2014,Enes Kanter,9.704790470185246,1,0,2,C,UTA
1393,2014,Eric Bledsoe,22.15443344296937,0,0,0,PG,PHO
1394,2014,Eric Gordon,25.390579253225173,0,0,1,SG,NOP
1395,2014,Ersan Ilyasova,13.463078784573698,1,0,0,PF,MIL
1396,2014,Evan Fournier,2.5288774518993167,0,2,1,SG,DEN
1397,2014,Evan Turner,5.586325602004124,1,0,0,SF,TOT
1398,2014,Evan Turner,5.586325602004124,1,0,0,SF,PHI
1399,2014,Evan Turner,5.586325602004124,1,0,0,SF,IND
1400,2014,Gal Mekel,1.0804103682748514,0,1,2,PG,DAL
1401,2014,Garrett Temple,1.6719507830740128,0,1,2,SG,WAS
1402,2014,Gary Neal,5.538608360742344,0,2,0,SG,TOT
1403,2014,Gary Neal,5.538608360742344,0,2,0,SG,MIL
1404,2014,Gary Neal,5.538608360742344,0,2,0,SG,CHA
1405,2014,George Hill,13.633497503365767,0,2,1,PG,IND
1406,2014,Gerald Green,5.964655157722524,0,0,3,SG,PHO
1407,2014,Gerald Henderson,10.225123127524329,0,0,0,SG,CHA
1408,2014,Gerald Wallace,17.22226861398456,1,1,2,SF,BOS
1409,2014,Giannis Antetokounmpo,3.1922834404130938,1,1,0,SF,MIL
1410,2014,Goran Dragic,12.781403909405407,0,3,1,SG,PHO
1411,2014,Gordon Hayward,25.129944273078948,1,0,1,SF,UTA
1412,2014,Gorgui Dieng,2.4088345063821808,1,1,2,C,MIN
1413,2014,Greg Monroe,9.338833313451149,1,0,2,PF,DET
1414,2014,Greivis Vasquez,10.906798002692614,0,2,1,SG-PG,TOT
1415,2014,Greivis Vasquez,10.906798002692614,0,2,1,PG,SAC
1416,2014,Greivis Vasquez,10.906798002692614,0,2,1,SG,TOR
1417,2014,Harrison Barnes,5.197634588183166,1,2,1,SF,GSW
1418,2014,Ian Mahinmi,6.816748751682884,1,1,2,C,IND
1419,2014,Iman Shumpert,4.45981526610883,0,2,1,SG,NYK
1420,2014,Isaiah Canaan,1.3920516709555375,0,1,2,PG,HOU
1421,2014,Isaiah Thomas,12.33593960360606,0,3,3,PG,SAC
1422,2014,Ish Smith,1.4679953646108488,0,1,2,PG,PHO
1423,2014,J.J. Barea,1.5505700506143594,0,2,1,PG,MIN
1424,2014,Jamal Crawford,9.287820174167932,0,0,3,SG,LAC
1425,2014,Jameer Nelson,4.6558393973994106,0,0,3,PG,ORL
1426,2014,James Harden,25.100707237682986,0,3,3,SG,HOU
1427,2014,James Johnson,4.2604679698018035,1,2,0,SF,MEM
1428,2014,Jannero Pargo,1.5597453944341246,0,1,2,PG,CHA
1429,2014,Jared Dudley,7.242795548663065,1,1,1,SF,LAC
1430,2014,Jared Sullinger,2.427648732936826,1,0,1,PF,BOS
1431,2014,Jarrett Jack,10.736379283900543,0,2,0,PG,CLE
1432,2014,Jason Terry,9.970028459926036,0,1,0,PG,BRK
1433,2014,Jeff Green,15.678522128870634,1,0,3,SF,BOS
1434,2014,Jeff Teague,13.633497503365767,0,0,1,PG,ATL
1435,2014,Jeffery Taylor,1.5597453944341246,1,2,2,SF,CHA
1436,2014,Jeremy Evans,3.0587961621704527,0,1,2,SF,UTA
1437,2014,Jeremy Lamb,3.752620187801429,0,2,1,SG,OKC
1438,2014,Jeremy Lin,14.271964416571514,0,2,1,PG,HOU
1439,2014,Jerryd Bayless,5.112561563762164,0,2,0,PG,TOT
1440,2014,Jerryd Bayless,5.112561563762164,0,2,0,PG,MEM
1441,2014,Jerryd Bayless,5.112561563762164,0,2,0,PG,BOS
1442,2014,Jimmy Butler,3.4232826053613725,1,0,1,SG,CHI
1443,2014,Joakim Noah,21.64317728659316,1,0,2,C,CHI
1444,2014,Jodie Meeks,10.225123127524329,0,0,3,SG,LAL
1445,2014,Joe Johnson,39.504405323880775,1,0,3,SG,BRK
1446,2014,Joel Freeland,5.135588541045348,1,1,2,C,POR
1447,2014,John Henson,3.386765282298608,1,2,2,PF,MIL
1448,2014,John Jenkins,2.2374614427648734,0,1,2,SG,ATL
1449,2014,John Salmons,3.4083743758414418,0,1,0,SG-SF,TOT
1450,2014,John Salmons,3.4083743758414418,0,1,0,SF,SAC
1451,2014,John Salmons,3.4083743758414418,0,1,0,SG,TOR
1452,2014,John Wall,25.129944273078948,0,3,1,PG,WAS
1453,2014,Jon Leuer,1.6488011043132975,1,1,2,PF,MEM
1454,2014,Jonas Jerebko,7.668842345643245,1,1,2,PF,DET
1455,2014,Jonas Valanciunas,6.268613984560067,1,2,2,C,TOR
1456,2014,Jordan Farmar,3.539596789311338,0,2,0,PG,LAL
1457,2014,Jordan Hamilton,0.2566352528161693,1,1,0,SF,TOT
1458,2014,Jordan Hamilton,0.2566352528161693,1,1,0,SF,DEN
1459,2014,Jordan Hamilton,0.2566352528161693,1,1,0,SF,HOU
1460,2014,Jordan Hill,15.33768469128649,1,2,2,PF,LAL
1461,2014,Jorge Gutierrez,0.1636974045229128,0,1,2,PG,BRK
1462,2014,Jose Calderon,12.094941972426252,0,2,3,PG,DAL
1463,2014,Josh Smith,3.539596789311338,1,3,1,SF,DET
1464,2014,Jrue Holiday,16.879113481824838,0,0,0,PG,NOP
1465,2014,Justin Hamilton,1.3914381635678863,1,1,2,C,TOT
1466,2014,Justin Hamilton,1.3914381635678863,1,1,2,C,CHA
1467,2014,Justin Hamilton,1.3914381635678863,1,1,2,C,MIA
1468,2014,Kawhi Leonard,4.932018268886655,1,0,0,SF,SAS
1469,2014,Kelly Olynyk,3.5374835971983165,1,2,0,C,BOS
1470,2014,Kemba Walker,5.5762555599107015,0,3,3,PG,CHA
1471,2014,Kendrick Perkins,0.4679237887489562,1,1,2,C,OKC
1472,2014,Kenneth Faried,3.8340258013940254,1,0,2,PF,DEN
1473,2014,Kent Bazemore,3.4083743758414418,0,1,0,SG,TOT
1474,2014,Kent Bazemore,3.4083743758414418,0,1,0,SG,GSW
1475,2014,Kent Bazemore,3.4083743758414418,0,1,0,SG,LAL
1476,2014,Kentavious Caldwell-Pope,4.724824894766441,0,1,0,SG,DET
1477,2014,Kenyon Martin,0.7064725029397229,1,1,2,PF,NYK
1478,2014,Kevin Durant,32.37209904735936,1,3,3,SF,OKC
1479,2014,Kevin Love,26.78822577071865,1,3,3,PF,MIN
1480,2014,Kevin Martin,11.5756914739515,0,3,1,SG,MIN
1481,2014,Kirk Hinrich,4.6558393973994106,0,2,1,PG,CHI
1482,2014,Klay Thompson,5.241875287581587,0,0,3,SG,GSW
1483,2014,Kobe Bryant,40.04839891613696,0,0,2,SG,LAL
1484,2014,Kris Humphries,7.242795548663065,1,2,2,PF,BOS
1485,2014,Kyle Korver,10.657170367593176,0,2,3,SG,ATL
1486,2014,Kyle Lowry,20.45024625504865,0,0,3,PG,TOR
1487,2014,Kyle Singler,1.857564034833586,1,2,1,SF,DET
1488,2014,Kyrie Irving,12.049847475246679,0,3,3,PG,CLE
1489,2014,LaMarcus Aldridge,27.27722012985907,1,3,2,PF,POR
1490,2014,Lance Stephenson,15.33768469128649,1,0,1,SG,IND
1491,2014,Landry Fields,10.651169924504506,0,1,2,SF,TOR
1492,2014,Larry Sanders,18.746059067127927,1,2,2,C,MIL
1493,2014,LeBron James,35.18192198231054,1,3,1,PF,MIA
1494,2014,Lorenzo Brown,0.482910410879531,0,1,2,PG,PHI
1495,2014,Lou Williams,9.287820174167932,0,2,1,PG,ATL
1496,2014,Luis Scola,8.296833620204843,1,2,2,PF,IND
1497,2014,Luke Ridnour,4.686514766781984,0,1,2,PG,TOT
1498,2014,Luke Ridnour,4.686514766781984,0,1,2,PG,MIL
1499,2014,Luke Ridnour,4.686514766781984,0,1,2,PG,CHA
1500,2014,Luol Deng,16.55525997375552,1,0,0,SF,TOT
1501,2014,Luol Deng,16.55525997375552,1,0,0,SF,CHI
1502,2014,Luol Deng,16.55525997375552,1,0,0,SF,CLE
1503,2014,Malcolm Thomas,1.0835682271340683,1,1,2,PF,TOT
1504,2014,Malcolm Thomas,1.0835682271340683,1,1,2,PF,SAS
1505,2014,Malcolm Thomas,1.0835682271340683,1,1,2,PF,UTA
1506,2014,Marc Gasol,26.976751478382397,1,0,2,C,MEM
1507,2014,Marcin Gortat,17.782821793145754,1,0,2,C,WAS
1508,2014,Marco Belinelli,4.897407931287172,0,2,1,SF,SAS
1509,2014,Marcus Morris,5.015799519419213,1,2,1,SF,PHO
1510,2014,Marcus Thornton,14.613405136420186,0,2,1,SG,TOT
1511,2014,Marcus Thornton,14.613405136420186,0,2,1,SG,SAC
1512,2014,Marcus Thornton,14.613405136420186,0,2,1,SG,BRK
1513,2014,Mario Chalmers,6.816748751682884,0,2,1,PG,MIA
1514,2014,Markieff Morris,5.094222805432948,1,0,0,PF,PHO
1515,2014,Marreese Speights,6.2330646398200376,1,1,2,C,GSW
1516,2014,Martell Webster,9.171509398592342,1,2,3,SF,WAS
1517,2014,Marvin Williams,11.929310315445047,1,2,1,PF,UTA
1518,2014,Mason Plumlee,2.312718348983452,1,1,2,C,BRK
1519,2014,Matt Barnes,5.78784573697575,1,2,1,SF,LAC
1520,2014,Maurice Harkless,3.2172327408442545,1,2,0,SF,ORL
1521,2014,Meyers Leonard,3.950169566625198,1,1,2,C,POR
1522,2014,Michael Beasley,0.3330663440072257,1,2,2,SF,MIA
1523,2014,Michael Carter-Williams,3.9196986997051764,0,3,1,PG,PHI
1524,2014,Michael Kidd-Gilchrist,8.549838954310742,1,2,2,SF,CHA
1525,2014,Mike Conley,14.816571516215339,0,0,1,PG,MEM
1526,2014,Mike Dunleavy,5.6685270710134805,1,2,3,SF,CHI
1527,2014,Mike Scott,5.6806233916733415,1,2,1,PF,ATL
1528,2014,Mirza Teletovic,5.739872867635782,1,2,3,SF,BRK
1529,2014,Mo Williams,6.757228309957568,0,2,1,PG,POR
1530,2014,Monta Ellis,14.247004891017227,0,3,1,SG,DAL
1531,2014,Nate Robinson,0.1835000596465516,0,2,0,PG,DEN
1532,2014,Nick Calathes,1.3914381635678863,0,1,2,SG,MEM
1533,2014,Nick Collison,3.820792787879821,1,1,2,PF,OKC
1534,2014,Nick Young,8.511426575095008,0,0,3,SG,LAL
1535,2014,Nicolas Batum,20.050614359481248,0,0,3,SF,POR
1536,2014,Norris Cole,3.4734845515431414,0,1,0,PG,MIA
1537,2014,O.J. Mayo,13.633497503365767,0,2,1,SG,MIL
1538,2014,Pablo Prigioni,2.8339968302118312,0,1,0,PG,NYK
1539,2014,Patrick Patterson,9.937671057788988,1,2,0,PF,TOT
1540,2014,Patrick Patterson,9.937671057788988,1,2,0,PF,SAC
1541,2014,Patrick Patterson,9.937671057788988,1,2,0,PF,TOR
1542,2014,Patty Mills,6.547666115646143,0,2,1,PG,SAS
1543,2014,Pau Gasol,12.1474462754989,1,3,2,C,LAL
1544,2014,Paul George,27.160125428177032,1,3,3,SF,IND
1545,2014,Paul Millsap,16.18977828524685,1,3,1,PF,ATL
1546,2014,Paul Pierce,9.040713031919426,1,2,1,SF,BRK
1547,2014,Pero Antic,2.1302339849009018,1,1,0,C,ATL
1548,2014,Quincy Miller,0.3119497605617001,1,1,0,PF,DEN
1549,2014,Quincy Pondexter,5.361488777927367,1,1,2,SG,MEM
1550,2014,Rajon Rondo,21.999505785715503,0,0,0,PG,BOS
1551,2014,Ramon Sessions,3.539596789311338,0,0,0,PG,TOT
1552,2014,Ramon Sessions,3.539596789311338,0,0,0,PG,CHA
1553,2014,Ramon Sessions,3.539596789311338,0,0,0,PG,MIL
1554,2014,Rasual Butler,1.5597453944341246,0,1,2,SG,IND
1555,2014,Ray McCallum,1.3914381635678863,0,1,2,PG,SAC
1556,2014,Raymond Felton,6.465163005504524,0,2,1,PG,NYK
1557,2014,Reggie Bullock,2.0462516402801683,0,1,2,SF,LAC
1558,2014,Reggie Jackson,3.7566574072496133,0,0,1,PG,OKC
1559,2014,Ricky Ledo,0.0818487022614564,0,1,2,SG,DAL
1560,2014,Ricky Rubio,7.942328601373575,0,2,0,PG,MIN
1561,2014,Robbie Hummel,1.4996847253702346,1,1,0,SF,MIN
1562,2014,Robin Lopez,10.43768469128649,1,2,2,C,POR
1563,2014,Roy Hibbert,25.390579253225173,1,2,2,C,IND
1564,2014,Rudy Gay,32.92033947408783,1,3,0,SF,TOT
1565,2014,Rudy Gay,32.92033947408783,1,3,0,SF,TOR
1566,2014,Rudy Gay,32.92033947408783,1,3,0,SF,SAC
1567,2014,Russell Westbrook,26.788224066531463,0,3,1,PG,OKC
1568,2014,Ryan Anderson,14.471105506228804,1,3,0,PF,NOP
1569,2014,Ryan Kelly,2.811908860069189,1,2,0,PF,LAL
1570,2014,Samuel Dalembert,6.904560404914878,1,2,2,C,DAL
1571,2014,Serge Ibaka,21.046711770820906,1,0,2,PF,OKC
1572,2014,Sergey Karasev,2.6139504763203187,0,1,2,SF,CLE
1573,2014,Shabazz Muhammad,3.3605889670921463,1,1,2,SG,MIN
1574,2014,Shane Larkin,2.7370609587757118,0,1,2,PG,DAL
1575,2014,Shaun Livingston,9.040713031919426,0,2,2,PG,BRK
1576,2014,Shawn Marion,1.5597453944341246,1,2,0,SF,DAL
1577,2014,Shawne Williams,2.092716303958827,1,1,0,PF,LAL
1578,2014,Shelvin Mack,4.1468549225446925,0,2,0,PG,ATL
1579,2014,Solomon Hill,2.220283235910632,1,1,2,SF,IND
1580,2014,Spencer Hawes,9.040713031919426,1,0,1,C,TOT
1581,2014,Spencer Hawes,9.040713031919426,1,0,1,C,PHI
1582,2014,Spencer Hawes,9.040713031919426,1,0,1,C,CLE
1583,2014,Stephen Curry,18.11416861228037,0,3,3,PG,GSW
1584,2014,Steve Novak,5.872538727653843,1,1,0,PF,TOR
1585,2014,Taj Gibson,13.633497503365767,1,0,2,PF,CHI
1586,2014,Tayshaun Prince,13.135644779222549,1,1,2,SF,MEM
1587,2014,Terrence Jones,2.7585337173435134,1,2,0,PF,HOU
1588,2014,Terrence Ross,4.761430835562979,0,2,3,SG,TOR
1589,2014,Thabo Sefolosha,7.072376829870992,1,1,0,SG,OKC
1590,2014,Thaddeus Young,16.03788237700029,1,3,1,PF,PHI
1591,2014,Thomas Robinson,6.268613984560067,1,1,2,PF,POR
1592,2014,Tiago Splitter,15.763731488266671,1,2,2,C,SAS
